date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:09:48	282902/282902	---M-Z	200	added ('OK')	text/html	etag:%2245116-5daa13ea6edd0-gzip%22	https://themesbrand.com/velzon/html/material/	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/index.html	(from )
13:09:48	31/31	U-----	200	untouched ('OK')	text/plain	etag:%221f-5ccf82d636e40%22	https://themesbrand.com/robots.txt		(from )
13:09:49	2144/2144	---M-Z	200	added ('OK')	text/css	etag:%22860-5d76f07f1a1c2-gzip%22	https://themesbrand.com/velzon/html/material/assets/libs/jsvectormap/css/jsvectormap.min.css	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/libs/jsvectormap/css/jsvectormap.min.css	(from https://themesbrand.com/velzon/html/material/)
13:09:50	15563/15563	---M-Z	200	added ('OK')	text/css	etag:%223ccb-5d76f07f2e9ea-gzip%22	https://themesbrand.com/velzon/html/material/assets/libs/swiper/swiper-bundle.min.css	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/libs/swiper/swiper-bundle.min.css	(from https://themesbrand.com/velzon/html/material/)
13:09:50	113853/113853	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%221bcbd-5d76f07ef01d3%22	https://themesbrand.com/velzon/html/material/assets/images/favicon.ico	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/images/favicon.ico	(from https://themesbrand.com/velzon/html/material/)
13:09:52	1056/1056	---M-Z	200	added ('OK')	application/javascript	etag:%22420-5d76f07effbd9-gzip%22	https://themesbrand.com/velzon/html/material/assets/js/layout.js	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/js/layout.js	(from https://themesbrand.com/velzon/html/material/)
13:09:54	210673/210673	---M-Z	200	added ('OK')	text/css	etag:%22336f1-5d76f07ecee88-gzip%22	https://themesbrand.com/velzon/html/material/assets/css/bootstrap.min.css	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/css/bootstrap.min.css	(from https://themesbrand.com/velzon/html/material/)
13:09:54	44/44	---M--	200	added ('OK')	text/css	etag:%222c-5d76f07ecfe28%22	https://themesbrand.com/velzon/html/material/assets/css/custom.min.css	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/css/custom.min.css	(from https://themesbrand.com/velzon/html/material/)
13:09:55	294043/294043	---M-Z	200	added ('OK')	text/css	etag:%2247c9b-5d98d184bfcf9-gzip%22	https://themesbrand.com/velzon/html/material/assets/css/app.min.css	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/css/app.min.css	(from https://themesbrand.com/velzon/html/material/)
13:09:55	556862/556862	---MCZ	200	added ('OK')	text/css	etag:%2287f3e-5d76f07ecfe28-gzip%22	https://themesbrand.com/velzon/html/material/assets/css/icons.min.css	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/css/icons.min.css	(from https://themesbrand.com/velzon/html/material/)
13:09:55	282902/282902	---M-Z	200	added ('OK')	text/html	etag:%2245116-5daa13ea6edd0-gzip%22	https://themesbrand.com/velzon/html/material/index.html	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/index-2.html	(from https://themesbrand.com/velzon/html/material/)
13:09:56	7222/7222	---M--	200	added ('OK')	image/png	etag:%221c36-5d76f07ef01d3%22	https://themesbrand.com/velzon/html/material/assets/images/logo-sm.png	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/images/logo-sm.png	(from https://themesbrand.com/velzon/html/material/)
13:09:56	3960/3960	---M--	200	added ('OK')	image/png	etag:%22f78-5d76f07ef01d3%22	https://themesbrand.com/velzon/html/material/assets/images/logo-dark.png	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/images/logo-dark.png	(from https://themesbrand.com/velzon/html/material/)
13:10:00	3722/3722	---M--	200	added ('OK')	image/png	etag:%22e8a-5d76f07ef01d3%22	https://themesbrand.com/velzon/html/material/assets/images/logo-light.png	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/images/logo-light.png	(from https://themesbrand.com/velzon/html/material/)
13:10:04	36695/36695	---M--	200	added ('OK')	image/jpeg	etag:%228f57-5d76f07effbd9%22	https://themesbrand.com/velzon/html/material/assets/images/users/avatar-2.jpg	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/images/users/avatar-2.jpg	(from https://themesbrand.com/velzon/html/material/)
13:10:08	36469/36469	---M--	200	added ('OK')	image/jpeg	etag:%228e75-5d76f07effbd9%22	https://themesbrand.com/velzon/html/material/assets/images/users/avatar-3.jpg	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/images/users/avatar-3.jpg	(from https://themesbrand.com/velzon/html/material/)
13:10:11	271566/271566	---M-Z	200	added ('OK')	text/html	etag:%22424ce-5daa13ea74b90-gzip%22	https://themesbrand.com/velzon/html/material/pages-search-results.html	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/pages-search-results.html	(from https://themesbrand.com/velzon/html/material/)
13:10:11	36800/36800	---M--	200	added ('OK')	image/jpeg	etag:%228fc0-5d76f07effbd9%22	https://themesbrand.com/velzon/html/material/assets/images/users/avatar-5.jpg	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/images/users/avatar-5.jpg	(from https://themesbrand.com/velzon/html/material/)
13:10:13	16289/16289	---M--	200	added ('OK')	image/svg+xml	etag:%223fa1-5d76f07ef01d3%22	https://themesbrand.com/velzon/html/material/assets/images/flags/us.svg	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/images/flags/us.svg	(from https://themesbrand.com/velzon/html/material/)
13:10:13	5913/5913	---M--	200	added ('OK')	image/svg+xml	etag:%221719-5d76f07ef01d3%22	https://themesbrand.com/velzon/html/material/assets/images/flags/spain.svg	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/images/flags/spain.svg	(from https://themesbrand.com/velzon/html/material/)
13:10:14	690/690	---M--	200	added ('OK')	image/svg+xml	etag:%222b2-5d76f07ef01d3%22	https://themesbrand.com/velzon/html/material/assets/images/flags/germany.svg	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/images/flags/germany.svg	(from https://themesbrand.com/velzon/html/material/)
13:10:14	690/690	---M--	200	added ('OK')	image/svg+xml	etag:%222b2-5d76f07ef01d3%22	https://themesbrand.com/velzon/html/material/assets/images/flags/italy.svg	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/images/flags/italy.svg	(from https://themesbrand.com/velzon/html/material/)
13:10:15	702/702	---M--	200	added ('OK')	image/svg+xml	etag:%222be-5d76f07ef01d3%22	https://themesbrand.com/velzon/html/material/assets/images/flags/russia.svg	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/images/flags/russia.svg	(from https://themesbrand.com/velzon/html/material/)
13:10:15	2483/2483	---M--	200	added ('OK')	image/svg+xml	etag:%229b3-5d76f07ef01d3%22	https://themesbrand.com/velzon/html/material/assets/images/flags/china.svg	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/images/flags/china.svg	(from https://themesbrand.com/velzon/html/material/)
13:10:16	8376/8376	---M--	200	added ('OK')	image/svg+xml	etag:%2220b8-5d76f07ef01d3%22	https://themesbrand.com/velzon/html/material/assets/images/flags/french.svg	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/images/flags/french.svg	(from https://themesbrand.com/velzon/html/material/)
13:10:16	1454/1454	---M--	200	added ('OK')	image/png	etag:%225ae-5d76f07eee293%22	https://themesbrand.com/velzon/html/material/assets/images/brands/github.png	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/images/brands/github.png	(from https://themesbrand.com/velzon/html/material/)
13:10:17	701/701	---M--	200	added ('OK')	image/png	etag:%222bd-5d76f07eee293%22	https://themesbrand.com/velzon/html/material/assets/images/brands/bitbucket.png	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/images/brands/bitbucket.png	(from https://themesbrand.com/velzon/html/material/)
13:10:17	911/911	---M--	200	added ('OK')	image/png	etag:%2238f-5d76f07eee293%22	https://themesbrand.com/velzon/html/material/assets/images/brands/dribbble.png	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/images/brands/dribbble.png	(from https://themesbrand.com/velzon/html/material/)
13:10:18	772/772	---M--	200	added ('OK')	image/png	etag:%22304-5d76f07eee293%22	https://themesbrand.com/velzon/html/material/assets/images/brands/dropbox.png	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/images/brands/dropbox.png	(from https://themesbrand.com/velzon/html/material/)
13:10:19	1428/1428	---M--	200	added ('OK')	image/png	etag:%22594-5d76f07eee293%22	https://themesbrand.com/velzon/html/material/assets/images/brands/mail_chimp.png	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/images/brands/mail_chimp.png	(from https://themesbrand.com/velzon/html/material/)
13:10:19	2691/2691	---M--	200	added ('OK')	image/png	etag:%22a83-5d76f07eee293%22	https://themesbrand.com/velzon/html/material/assets/images/brands/slack.png	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/images/brands/slack.png	(from https://themesbrand.com/velzon/html/material/)
13:10:23	227188/227188	---M-Z	200	added ('OK')	text/html	etag:%2237774-5daa13ea4ea30-gzip%22	https://themesbrand.com/velzon/html/material/apps-ecommerce-product-details.html	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/apps-ecommerce-product-details.html	(from https://themesbrand.com/velzon/html/material/)
13:10:23	152655/152655	---M--	200	added ('OK')	image/png	etag:%222544f-5d76f07ef1174%22	https://themesbrand.com/velzon/html/material/assets/images/products/img-1.png	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/images/products/img-1.png	(from https://themesbrand.com/velzon/html/material/)
13:10:31	259697/259697	---M--	200	added ('OK')	image/png	etag:%223f671-5d76f07ef1174%22	https://themesbrand.com/velzon/html/material/assets/images/products/img-2.png	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/images/products/img-2.png	(from https://themesbrand.com/velzon/html/material/)
13:10:32	337054/337054	---M--	200	added ('OK')	image/png	etag:%225249e-5d76f07ef30b4%22	https://themesbrand.com/velzon/html/material/assets/images/products/img-6.png	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/images/products/img-6.png	(from https://themesbrand.com/velzon/html/material/)
13:10:34	207044/207044	---M-Z	200	added ('OK')	text/html	etag:%22328c4-5daa13ea4caf0-gzip%22	https://themesbrand.com/velzon/html/material/apps-ecommerce-checkout.html	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/apps-ecommerce-checkout.html	(from https://themesbrand.com/velzon/html/material/)
13:10:39	628111/628111	---M--	200	added ('OK')	image/png	etag:%229958f-5d76f07ef2114%22	https://themesbrand.com/velzon/html/material/assets/images/products/img-3.png	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/images/products/img-3.png	(from https://themesbrand.com/velzon/html/material/)
13:10:39	33248/33248	---M--	200	added ('OK')	image/jpeg	etag:%2281e0-5d76f07effbd9%22	https://themesbrand.com/velzon/html/material/assets/images/users/avatar-8.jpg	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/images/users/avatar-8.jpg	(from https://themesbrand.com/velzon/html/material/)
13:10:42	456087/456087	---M--	200	added ('OK')	image/png	etag:%226f597-5d76f07ef30b4%22	https://themesbrand.com/velzon/html/material/assets/images/products/img-5.png	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/images/products/img-5.png	(from https://themesbrand.com/velzon/html/material/)
13:10:45	36417/36417	---M--	200	added ('OK')	image/jpeg	etag:%228e41-5d76f07effbd9%22	https://themesbrand.com/velzon/html/material/assets/images/users/avatar-6.jpg	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/images/users/avatar-6.jpg	(from https://themesbrand.com/velzon/html/material/)
13:10:57	37155/37155	---M--	200	added ('OK')	image/jpeg	etag:%229123-5d76f07efec39%22	https://themesbrand.com/velzon/html/material/assets/images/users/avatar-1.jpg	C:/My%20Web%20Sites/dashboard/themesbrand.com/velzon/html/material/assets/images/users/avatar-1.jpg	(from https://themesbrand.com/velzon/html/material/)
